                 Time	              V(meet)
                    0	     4.99998807907104
               1e-012	     4.93388271331787
               2e-012	     4.86797046661377
4.00016074813902e-012	     4.73756456375122
8.00048224441707e-012	     4.47869825363159
1.60011252369732e-011	     3.99337029457092
3.20024112220854e-011	     3.23175525665283
4.08674379792064e-011	      2.8566210269928
5.85974914934486e-011	      2.1806480884552
 9.4057598521933e-011	     1.14972019195557
1.30286046674475e-010	    0.561927974224091
1.67550591191277e-010	    0.240759879350662
1.92870923688635e-010	    0.157777100801468
2.23371738007292e-010	    0.106878936290741
2.78185892289504e-010	   0.0180031787604094
3.12132600134239e-010	  -0.0368141271173954
 3.4494425859116e-010	  -0.0344616137444973
3.78500975107774e-010	   0.0700224712491035
4.25142773797736e-010	    0.600038290023804
4.62640148958191e-010	     1.30284547805786
 4.8627828005515e-010	     1.75014662742615
5.12049721924588e-010	     2.19045782089233
5.54622805116698e-010	     2.80948114395142
5.87166708333418e-010	     3.23647713661194
6.23854997007176e-010	      3.6465847492218
6.66951949147508e-010	     3.97740459442139
 7.1748784035258e-010	     4.35726833343506
7.66114520279691e-010	     4.58604574203491
7.97890082372353e-010	     4.54972648620605
8.32971839604899e-010	     4.30074882507324
8.71482028065249e-010	     3.65895414352417
9.12902599571273e-010	     2.65171933174133
9.58875010160729e-010	     1.57315707206726
1.00293238870613e-009	    0.821693003177643
1.05405035652034e-009	    0.310510128736496
1.08967926576547e-009	     0.16212585568428
1.13178668767028e-009	    0.061276625841856
1.16413268483989e-009	  0.00579596823081374
1.19716553240828e-009	 -0.00853530317544937
1.23164192996733e-009	   0.0732164233922958
1.28265512399189e-009	    0.594511151313782
1.31881372295134e-009	     1.24161505699158
1.35309803522937e-009	     1.86613619327545
1.38992020152323e-009	     2.45276618003845
1.43145718835108e-009	     3.01790189743042
1.46457152664475e-009	      3.4407594203949
1.49569516293518e-009	     3.74640560150146
1.53010171130113e-009	     3.99381303787231
1.56776206791215e-009	      4.2769775390625
1.59977628141455e-009	     4.49366426467896
1.63024217113666e-009	     4.58542585372925
1.66092924997024e-009	     4.52487659454346
1.70254772752337e-009	     4.14794063568115
1.73546415976994e-009	     3.51908898353577
1.76778687387519e-009	      2.7308042049408
1.80276967808418e-009	     1.88881456851959
1.85332885235362e-009	    0.940304696559906
1.88928954526596e-009	    0.495060652494431
1.92346326298825e-009	    0.254840850830078
1.95984305105917e-009	    0.133218184113503
 2.0015313778054e-009	   0.0354394726455212
 2.0339530449342e-009	  -0.0125895282253623
2.06437818929367e-009	 -0.00135960115585476
2.09730626307242e-009	    0.111469455063343
2.13847654163651e-009	    0.568601727485657
2.17055478356592e-009	     1.15712928771973
 2.2028600353729e-009	     1.76809251308441
2.23416993617825e-009	     2.29108572006226
 2.2764461602997e-009	      2.8865122795105
2.30598654821329e-009	     3.27644538879395
2.33625453188829e-009	     3.61326670646667
2.36684265769832e-009	      3.8645920753479
2.41202344409935e-009	     4.18551254272461
2.44005625359528e-009	     4.40369939804077
2.46811234615557e-009	     4.56076192855835
 2.4987004719656e-009	     4.59092950820923
2.53581949733012e-009	     4.40960168838501
2.57762423939817e-009	     3.81803250312805
 2.6232765078526e-009	     2.74687671661377
2.66459230556898e-009	     1.76631462574005
2.71878363787942e-009	    0.822509050369263
2.76868506558053e-009	     0.32285013794899
 2.8077249437552e-009	    0.156499430537224
 2.8505017537605e-009	   0.0526504851877689
2.88053108602576e-009	 0.000353319919668138
2.91035669147782e-009	  -0.0121677555143833
2.94072362817638e-009	   0.0489650070667267
2.98631186820381e-009	     0.39527902007103
3.01504899039678e-009	    0.892581522464752
3.03368999380432e-009	     1.25650429725647
3.05591949950718e-009	     1.68655967712402
3.09419685732387e-009	      2.3297221660614
3.13222974296473e-009	     2.86401462554932
3.16576317641698e-009	     3.31014060974121
3.19625234920345e-009	     3.64330363273621
3.22881953548454e-009	     3.90122151374817
3.27738800775074e-009	     4.25552845001221
3.30897730532848e-009	     4.47884464263916
3.32804613504373e-009	     4.56698942184448
3.35088973156922e-009	     4.59999179840088
3.38566298819892e-009	     4.47408676147461
3.43285775966756e-009	     3.87234091758728
3.46995932273381e-009	     3.02680158615112
  3.505145853756e-009	     2.16588616371155
3.54814967363887e-009	     1.23607909679413
3.57934897988849e-009	    0.743699729442596
3.60937831215374e-009	     0.41213858127594
3.64334248229675e-009	    0.214798718690872
3.68416933566146e-009	   0.0983957573771477
3.72447814084403e-009	   0.0112007213756442
3.77733069695346e-009	 -0.00445675291121006
3.83081771656685e-009	    0.267675399780273
3.87020684070699e-009	    0.882762134075165
 3.9079370465111e-009	     1.58690023422241
3.94014334529452e-009	     2.13772034645081
3.98292015529983e-009	     2.76423120498657
4.01837444156222e-009	     3.24284648895264
4.05717566832714e-009	     3.66941404342651
4.10722261518054e-009	     4.03795099258423
 4.1485500544291e-009	     4.35533285140991
4.19744448959641e-009	     4.56131362915039
4.23083240389638e-009	     4.51696348190308
4.27417964897864e-009	     4.15501356124878
4.30663041993789e-009	      3.5615565776825
 4.3421429138612e-009	     2.70736908912659
 4.3804843001049e-009	     1.79480421543121
4.43497831225209e-009	    0.834488153457642
 4.4835351429861e-009	     0.30808562040329
4.51617217846029e-009	    0.165566056966782
4.55196988992207e-009	   0.0805851072072983
4.58836714029126e-009	   0.0127989426255226
4.62808222733252e-009	 -0.00754529424011707
4.69294884465449e-009	    0.296219408512115
 4.7361272875201e-009	    0.983154892921448
 4.7765525080245e-009	     1.72343277931213
4.81059234812669e-009	     2.28364157676697
4.85390466861241e-009	     2.88966012001038
4.88331117890589e-009	     3.28792881965637
4.90210643261485e-009	     3.50647974014282
 4.9244378017243e-009	     3.72049999237061
4.96074774060212e-009	     3.98512673377991
   5.00000000001e-009	     4.28657531738281


